date,hour,project,access_mode,total_views,top_1_views,top_10_views,top_100_views,top_1_share,top_10_share,top_100_share
2026-01-03,7,vi,desktop,20509,489.0,848.0,1818.0,0.023843190794285436,0.04134770100931298,0.0886440099468526
2026-01-03,7,vi,mobile,52347,826.0,2869.0,5777.0,0.015779318776625213,0.05480734330525149,0.11035971497889087
2026-01-03,7,wikidata,desktop,25550,935.0,1559.0,2405.0,0.03659491193737769,0.06101761252446184,0.09412915851272016
2026-01-03,8,commons,desktop,104725,2947.0,8743.0,11652.0,0.02814036762950585,0.08348531869181189,0.11126283122463596
2026-01-03,8,commons,mobile,53651,1190.0,2859.0,7512.0,0.022180388063596203,0.053288848297329036,0.1400160295241468
2026-01-03,8,en,desktop,2192759,169573.0,207064.0,258301.0,0.07733316794048047,0.09443080612142055,0.11779725906951015
2026-01-03,8,en,mobile,5326589,79366.0,159602.0,349627.0,0.01489996693944286,0.029963265421829994,0.06563806593675615
2026-01-03,8,vi,desktop,22988,543.0,1035.0,2137.0,0.023621019662432574,0.045023490516791366,0.0929615451539934
2026-01-03,8,vi,mobile,48630,691.0,2321.0,5091.0,0.014209335800945919,0.04772774007814107,0.10468846391116594
2026-01-03,8,wikidata,desktop,25427,1316.0,1867.0,2571.0,0.051756007393715345,0.07342588586935148,0.10111299012860345
